"peak_id","peak_chr","peak_start","peak_end","peak_mid","peak_score","win10_start","win10_end","genes_TSS_10kb","genes_geneBodyOverlap_10kb","nearest_gene","nearest_proteincoding_gene","nearest_proteincoding_gene_distance","peak_overlap_type","peak_distanceToTSS","peak_overlap_simple","sequence_name","peak_overlap_custom"
"chr10:35267581-35268005","chr10",35267581,35268005,35267793,350,35257793,35277793,"","LINC02634,CCNY-AS1,CCNY","CCNY","CCNY",20768,"Intron (ENST00000490012.6/219771, intron 3 of 9)",20532,"Intron","chr10_35267581-35268005","Intron"
"chr10:35685492-35685978","chr10",35685492,35685978,35685735,217,35675735,35695735,"","","LOC105376494","FZD8",-43457,"Distal Intergenic",41709,"Intergenic","chr10_35685492-35685978","Intergenic"
"chr10:42641633-42642103","chr10",42641633,42642103,42641868,209,42631868,42651868,"LOC105378268,ZNF33B","LINC01518,LOC105378268,ZNF33B","LOC105378268","ZNF33B",-3300,"Intron (ENST00000737012.1/105378268, intron 1 of 1)",-3063,"Intron","chr10_42641633-42642103","Intron"
"chr10:44236329-44236802","chr10",44236329,44236802,44236565,186,44226565,44246565,"","","LINC02881",NA,-56004,"Exon (ENST00000784557.1/ENST00000784557.1, exon 2 of 3)",-55460,"Exon","chr10_44236329-44236802","Exon"
"chr10:44244749-44245204","chr10",44244749,44245204,44244976,198,44234976,44254976,"","","LINC02881",NA,-47593,"Distal Intergenic",-47058,"Intergenic","chr10_44244749-44245204","Intergenic"
"chr10:44245690-44245979","chr10",44245690,44245979,44245834,36,44235834,44255834,"","","LINC02881",NA,-46735,"Distal Intergenic",-46283,"Intergenic","chr10_44245690-44245979","Intergenic"
"chr10:44697097-44697463","chr10",44697097,44697463,44697280,172,44687280,44707280,"","","LOC124902534","TMEM72",-213920,"Distal Intergenic",-94993,"Intergenic","chr10_44697097-44697463","Intergenic"
"chr10:44910520-44911534","chr10",44910520,44911534,44911027,624,44901027,44921027,"TMEM72","TMEM72-AS1,TMEM72","TMEM72-AS1","TMEM72",-173,"Promoter (<=1kb)",0,"Promoter","chr10_44910520-44911534","Promoter"
"chr10:44939943-44940441","chr10",44939943,44940441,44940192,601,44930192,44950192,"","TMEM72-AS1,TMEM72","TMEM72-AS1","TMEM72",28992,"Exon (ENST00000814125.1/ENST00000814125.1, exon 1 of 3)",8093,"Exon","chr10_44939943-44940441","Exon"
"chr10:49362955-49363380","chr10",49362955,49363380,49363167,276,49353167,49373167,"","DRGX","DRGX","DRGX",32849,"Distal Intergenic",32709,"Intergenic","chr10_49362955-49363380","Intergenic"
"chr10:49837038-49837514","chr10",49837038,49837514,49837276,267,49827276,49847276,"","PARG","PARG","PARG",132927,"Intron (ENST00000616448.2/8505, intron 15 of 17)",-3764,"Intron","chr10_49837038-49837514","Intron"
"chr10:50393714-50394141","chr10",50393714,50394141,50393927,148,50383927,50403927,"","SGMS1","SGMS1","SGMS1",231236,"Intron (ENST00000429490.5/259230, intron 6 of 9)",24337,"Intron","chr10_50393714-50394141","Intron"
"chr10:50508885-50509179","chr10",50508885,50509179,50509032,58,50499032,50519032,"","SGMS1","SGMS1","SGMS1",116131,"Intron (ENST00000429490.5/259230, intron 3 of 9)",-41953,"Intron","chr10_50508885-50509179","Intron"
"chr10:50832167-50832579","chr10",50832167,50832579,50832373,231,50822373,50842373,"","A1CF","A1CF","A1CF",53302,"Intron (ENST00000373997.8/29974, intron 6 of 12)",-3706,"Intron","chr10_50832167-50832579","Intron"
"chr10:50882502-50882926","chr10",50882502,50882926,50882714,95,50872714,50892714,"A1CF","A1CF","A1CF","A1CF",2961,"Intron (ENST00000373997.8/29974, intron 1 of 12)",2701,"Intron","chr10_50882502-50882926","Intron"
"chr10:50885451-50885981","chr10",50885451,50885981,50885716,518,50875716,50895716,"A1CF","A1CF","A1CF","A1CF",-41,"Promoter (<=1kb)",0,"Promoter","chr10_50885451-50885981","Promoter"
"chr10:50972604-50973004","chr10",50972604,50973004,50972804,57,50962804,50982804,"","","PRKG1","PRKG1",-18554,"Distal Intergenic",-17884,"Intergenic","chr10_50972604-50973004","Intergenic"
"chr10:53006849-53007314","chr10",53006849,53007314,53007081,173,52997081,53017081,"","LINC02672","LINC02672","MBL2",-235381,"Intron (ENST00000654808.1/105378309, intron 2 of 4)",16201,"Intron","chr10_53006849-53007314","Intron"
"chr10:53135180-53135685","chr10",53135180,53135685,53135432,148,53125432,53145432,"","","LINC02672","MBL2",-363732,"Distal Intergenic",-105064,"Intergenic","chr10_53135180-53135685","Intergenic"
"chr10:53957353-53957664","chr10",53957353,53957664,53957508,68,53947508,53967508,"","PCDH15","PCDH15","PCDH15",1670434,"Intron (ENST00000644397.2/65217, intron 23 of 37)",-50136,"Intron","chr10_53957353-53957664","Intron"
"chr10:58468516-58468999","chr10",58468516,58468999,58468757,306,58458757,58478757,"","LOC105378316","LOC105378316","BICC1",-44383,"Intron (ENST00000720299.1/105378316, intron 1 of 1)",1414,"Intron","chr10_58468516-58468999","Intron"
"chr10:58637420-58637836","chr10",58637420,58637836,58637628,246,58627628,58647628,"","BICC1","BICC1","BICC1",124488,"Intron (ENST00000373886.8/80114, intron 2 of 20)",16571,"Intron","chr10_58637420-58637836","Intron"
"chr10:58994194-58995132","chr10",58994194,58995132,58994663,600,58984663,59004663,"LOC102724768","LINC00844,LOC102724768","LINC00844","BICC1",481523,"Intron (ENST00000819485.1/100507008, intron 1 of 1)",1297,"Intron","chr10_58994194-58995132","Intron"
"chr10:59006561-59007070","chr10",59006561,59007070,59006815,130,58996815,59016815,"LOC102724768","LINC00844,LOC102724768","LOC102724768","PHYHIPL",-169775,"Intron (ENST00000660389.1/102724768, intron 2 of 2)",6355,"Intron","chr10_59006561-59007070","Intron"
"chr10:59007336-59007841","chr10",59007336,59007841,59007588,914,58997588,59017588,"LOC102724768","LINC00844,LOC102724768","LOC102724768","PHYHIPL",-169002,"Intron (ENST00000660389.1/102724768, intron 2 of 2)",7130,"Intron","chr10_59007336-59007841","Intron"
"chr10:59073441-59074011","chr10",59073441,59074011,59073726,2104,59063726,59083726,"","LOC102724768","LOC102724768","PHYHIPL",-102864,"Distal Intergenic",73235,"Intergenic","chr10_59073441-59074011","Intergenic"
"chr10:59107157-59107477","chr10",59107157,59107477,59107317,25,59097317,59117317,"","","LOC102724768","PHYHIPL",-69273,"Distal Intergenic",68976,"Intergenic","chr10_59107157-59107477","Intergenic"
"chr10:59108963-59109430","chr10",59108963,59109430,59109196,269,59099196,59119196,"","","LOC102724768","PHYHIPL",-67394,"Distal Intergenic",67023,"Intergenic","chr10_59108963-59109430","Intergenic"
"chr10:60977696-60978163","chr10",60977696,60978163,60977929,454,60967929,60987929,"","LOC107984236,LOC124902431,LOC124902433,RHOBTB1","RHOBTB1","RHOBTB1",23511,"Intron (ENST00000357917.4/9886, intron 2 of 11)",-22877,"Intron","chr10_60977696-60978163","Intron"
"chr10:61902797-61903374","chr10",61902797,61903374,61903085,220,61893085,61913085,"LINC02625,ARID5B","LINC02625,ARID5B","ARID5B","ARID5B",1785,"Exon (ENST00000827145.1/ENST00000827145.1, exon 1 of 2)",1098,"Exon","chr10_61902797-61903374","Exon"
"chr10:61904677-61905067","chr10",61904677,61905067,61904872,177,61894872,61914872,"LINC02625,ARID5B","LINC02625,ARID5B","ARID5B","ARID5B",3572,"Intron (ENST00000644638.1/84159, intron 2 of 4)",2978,"Intron","chr10_61904677-61905067","Intron"
"chr10:61964917-61965444","chr10",61964917,61965444,61965180,770,61955180,61975180,"","ARID5B","ARID5B","ARID5B",63880,"Intron (ENST00000644638.1/84159, intron 3 of 4)",63218,"Intron","chr10_61964917-61965444","Intron"
"chr10:62718579-62718966","chr10",62718579,62718966,62718772,146,62708772,62728772,"","","LOC124902436","ZNF365",344580,"Intron (ENST00000649548.2/ENST00000649548.2, intron 1 of 3)",74708,"Intron","chr10_62718579-62718966","Intron"
"chr10:64075573-64076048","chr10",64075573,64076048,64075810,123,64065810,64085810,"","LOC124902439","LOC124902439","REEP3",554447,"Intron (ENST00000764130.1/124902439, intron 3 of 4)",15447,"Intron","chr10_64075573-64076048","Intron"
"chr10:64369956-64370557","chr10",64369956,64370557,64370256,186,64360256,64380256,"","LOC124902439","LOC124902439","REEP3",848893,"Intron (ENST00000654191.1/124902439, intron 4 of 5)",246833,"Intron","chr10_64369956-64370557","Intron"
"chr10:64731739-64732152","chr10",64731739,64732152,64731945,125,64721945,64741945,"LOC105378336","LOC105378336","LOC105378336","REEP3",1210582,"Distal Intergenic",-7547,"Intergenic","chr10_64731739-64732152","Intergenic"
"chr10:67114966-67115306","chr10",67114966,67115306,67115136,88,67105136,67125136,"","CTNNA3","CTNNA3","CTNNA3",581033,"Intron (ENST00000683963.1/29119, intron 6 of 16)",65137,"Intron","chr10_67114966-67115306","Intron"
"chr10:67241538-67241864","chr10",67241538,67241864,67241701,70,67231701,67251701,"","CTNNA3","CTNNA3","CTNNA3",454468,"Intron (ENST00000683963.1/29119, intron 4 of 16)",-61095,"Intron","chr10_67241538-67241864","Intron"
"chr10:67803534-67804066","chr10",67803534,67804066,67803800,985,67793800,67813800,"","DNAJC12","DNAJC12","DNAJC12",34366,"Intron (ENST00000225171.7/56521, intron 4 of 4)",33993,"Intron","chr10_67803534-67804066","Intron"
"chr10:67850019-67850442","chr10",67850019,67850442,67850230,119,67840230,67860230,"","","DNAJC12","DNAJC12",-12064,"Exon (ENST00000743596.1/ENST00000743596.1, exon 2 of 2)",-11831,"Exon","chr10_67850019-67850442","Exon"
"chr10:68163630-68163976","chr10",68163630,68163976,68163803,166,68153803,68173803,"LOC107984240","LOC107984240,MYPN","MYPN","MYPN",57686,"Intron (ENST00000687705.1/84665, intron 10 of 11)",-5454,"Intron","chr10_68163630-68163976","Intron"
"chr10:70085920-70086428","chr10",70085920,70086428,70086174,579,70076174,70096174,"","MACROH2A2","MACROH2A2","MACROH2A2",33378,"Intron (ENST00000676699.1/55506, intron 2 of 7)",-3632,"Intron","chr10_70085920-70086428","Intron"
"chr10:70090853-70091341","chr10",70090853,70091341,70091097,695,70081097,70101097,"","MACROH2A2,AIFM2","MACROH2A2","MACROH2A2",38301,"Promoter (<=1kb)",-210,"Promoter","chr10_70090853-70091341","Promoter"
"chr10:70888348-70888887","chr10",70888348,70888887,70888617,1155,70878617,70898617,"PCBD1","PCBD1,SGPL1","SGPL1","PCBD1",167,"Promoter (<=1kb)",0,"Promoter","chr10_70888348-70888887","Promoter"
"chr10:71927898-71928377","chr10",71927898,71928377,71928137,137,71918137,71938137,"","","CHST3","CHST3",-36228,"Distal Intergenic",-36018,"Intergenic","chr10_71927898-71928377","Intergenic"
"chr10:71968070-71968366","chr10",71968070,71968366,71968218,84,71958218,71978218,"CHST3","CHST3","CHST3","CHST3",3853,"Intron (ENST00000373115.5/9469, intron 1 of 2)",3675,"Intron","chr10_71968070-71968366","Intron"
"chr10:72523879-72524284","chr10",72523879,72524284,72524081,177,72514081,72534081,"","MICU1","MICU1","MICU1",102110,"Promoter (<=1kb)",0,"Promoter","chr10_72523879-72524284","Promoter"
"chr10:73901402-73901706","chr10",73901402,73901706,73901554,88,73891554,73911554,"PLAU","C10orf55,PLAU","C10orf55","PLAU",-7623,"Distal Intergenic",-7471,"Intergenic","chr10_73901402-73901706","Intergenic"
"chr10:74937495-74938031","chr10",74937495,74938031,74937763,187,74927763,74947763,"","KAT6B","KAT6B","KAT6B",112181,"Intron (ENST00000648725.1/23522, intron 3 of 17)",-37915,"Intron","chr10_74937495-74938031","Intron"
"chr10:75168308-75168697","chr10",75168308,75168697,75168502,139,75158502,75178502,"","SAMD8","SAMD8","SAMD8",68916,"Exon (ENST00000447533.5/142891, exon 4 of 4)",-41457,"Exon","chr10_75168308-75168697","Exon"
"chr10:75776778-75777096","chr10",75776778,75777096,75776937,44,75766937,75786937,"","LRMDA","LRMDA","LRMDA",345484,"Intron (ENST00000611255.5/83938, intron 2 of 6)",-5665,"Intron","chr10_75776778-75777096","Intron"
"chr10:75788444-75789044","chr10",75788444,75789044,75788744,158,75778744,75798744,"","LRMDA","LRMDA","LRMDA",357291,"Intron (ENST00000611255.5/83938, intron 2 of 6)",5683,"Intron","chr10_75788444-75789044","Intron"
"chr10:76033422-76034038","chr10",76033422,76034038,76033730,947,76023730,76043730,"","LRMDA","LRMDA","LRMDA",602277,"Intron (ENST00000611255.5/83938, intron 2 of 6)",250661,"Intron","chr10_76033422-76034038","Intron"
"chr10:76051061-76051608","chr10",76051061,76051608,76051334,632,76041334,76061334,"","LRMDA","LRMDA","LRMDA",619881,"Intron (ENST00000611255.5/83938, intron 4 of 6)",249194,"Intron","chr10_76051061-76051608","Intron"
"chr10:76150672-76151030","chr10",76150672,76151030,76150851,21,76140851,76160851,"","LRMDA","LRMDA","LRMDA",719398,"Intron (ENST00000611255.5/83938, intron 5 of 6)",149772,"Intron","chr10_76150672-76151030","Intron"
"chr10:77967471-77967796","chr10",77967471,77967796,77967633,116,77957633,77977633,"","POLR3A","POLR3A","POLR3A",61912,"Intron (ENST00000698724.1/11128, intron 9 of 10)",14038,"Intron","chr10_77967471-77967796","Intron"
"chr10:79059845-79060371","chr10",79059845,79060371,79060108,818,79050108,79070108,"ZMIZ1-AS1,ZMIZ1","ZMIZ1-AS1,ZMIZ1","ZMIZ1-AS1","ZMIZ1",-8927,"Intron (ENST00000838110.1/283050, intron 2 of 4)",6192,"Intron","chr10_79059845-79060371","Intron"
"chr10:79073792-79074166","chr10",79073792,79074166,79073979,200,79063979,79083979,"ZMIZ1-AS1,ZMIZ1","ZMIZ1-AS1,ZMIZ1","ZMIZ1","ZMIZ1",4944,"Intron (ENST00000334512.10/57178, intron 1 of 24)",4826,"Intron","chr10_79073792-79074166","Intron"
"chr10:79111400-79111884","chr10",79111400,79111884,79111642,330,79101642,79121642,"","ZMIZ1","ZMIZ1","ZMIZ1",42607,"Intron (ENST00000334512.10/57178, intron 1 of 24)",42434,"Intron","chr10_79111400-79111884","Intron"
"chr10:79186082-79186376","chr10",79186082,79186376,79186229,98,79176229,79196229,"","ZMIZ1","ZMIZ1","ZMIZ1",117194,"Intron (ENST00000334512.10/57178, intron 4 of 24)",-57293,"Intron","chr10_79186082-79186376","Intron"
"chr10:80082245-80082579","chr10",80082245,80082579,80082412,97,80072412,80092412,"TMEM254-AS1,TMEM254","TMEM254-AS1,TMEM254","TMEM254","TMEM254",3766,"Promoter (<=1kb)",522,"Promoter","chr10_80082245-80082579","Promoter"
"chr10:80196530-80197066","chr10",80196530,80197066,80196798,670,80186798,80206798,"ANXA11","ANXA11","ANXA11","ANXA11",8774,"Intron (ENST00000422982.8/311, intron 1 of 15)",7853,"Intron","chr10_80196530-80197066","Intron"
"chr10:80290959-80291377","chr10",80290959,80291377,80291168,132,80281168,80301168,"MAT1A","MAT1A","MAT1A","MAT1A",-1484,"Promoter (1-2kb)",-1301,"Promoter","chr10_80290959-80291377","Promoter"
"chr10:80491543-80492024","chr10",80491543,80492024,80491783,214,80481783,80501783,"","TSPAN14","TSPAN14","TSPAN14",37617,"Intron (ENST00000481124.5/81619, intron 2 of 5)",23277,"Intron","chr10_80491543-80492024","Intron"
"chr10:80506235-80506557","chr10",80506235,80506557,80506396,89,80496396,80516396,"","TSPAN14","TSPAN14","TSPAN14",52230,"Intron (ENST00000481124.5/81619, intron 2 of 5)",-8910,"Intron","chr10_80506235-80506557","Intron"
"chr10:84469427-84469921","chr10",84469427,84469921,84469674,146,84459674,84479674,"","CCSER2","CCSER2","CCSER2",141088,"Intron (ENST00000372088.8/54462, intron 7 of 9)",17210,"Intron","chr10_84469427-84469921","Intron"
"chr10:86437492-86437781","chr10",86437492,86437781,86437636,53,86427636,86447636,"","WAPL","WAPL","WAPL",84179,"3' UTR",6251,"3UTR","chr10_86437492-86437781","3UTR"
"chr10:86440727-86441298","chr10",86440727,86441298,86441012,556,86431012,86451012,"","WAPL","WAPL","WAPL",80803,"Intron (ENST00000484070.1/23063, intron 1 of 2)",2734,"Intron","chr10_86440727-86441298","Intron"
"chr10:86535600-86535976","chr10",86535600,86535976,86535788,87,86525788,86545788,"","LOC105378408","LOC105378408","WAPL",-13973,"Promoter (<=1kb)",637,"Promoter","chr10_86535600-86535976","Promoter"
"chr10:86758738-86759463","chr10",86758738,86759463,86759100,388,86749100,86769100,"BMPR1A","BMPR1A","BMPR1A","BMPR1A",2450,"Intron (ENST00000713669.1/657, intron 1 of 12)",2080,"Intron","chr10_86758738-86759463","Intron"
"chr10:87092821-87093303","chr10",87092821,87093303,87093062,293,87083062,87103062,"GLUD1,SHLD2","GLUD1,SHLD2","GLUD1","GLUD1",1804,"Promoter (<=1kb)",-682,"Promoter","chr10_87092821-87093303","Promoter"
"chr10:87586065-87586374","chr10",87586065,87586374,87586219,40,87576219,87596219,"","LOC105378412","LOC105378412","MINPP1",81344,"Intron (ENST00000804457.1/105378412, intron 1 of 4)",-9835,"Intron","chr10_87586065-87586374","Intron"
"chr10:87590989-87591473","chr10",87590989,87591473,87591231,179,87581231,87601231,"","LOC105378412","LOC105378412","MINPP1",86356,"Intron (ENST00000804457.1/105378412, intron 1 of 4)",-4736,"Intron","chr10_87590989-87591473","Intron"
"chr10:88080091-88080644","chr10",88080091,88080644,88080367,246,88070367,88090367,"","LOC105378414,LOC105378415","LOC105378415","PTEN",217254,"Exon (ENST00000752397.1/105378415, exon 2 of 4)",23739,"Exon","chr10_88080091-88080644","Exon"
"chr10:88386166-88386674","chr10",88386166,88386674,88386420,452,88376420,88396420,"","LOC101929727,RNLS","RNLS","RNLS",198110,"Intron (ENST00000371947.7/55328, intron 4 of 6)",12049,"Intron","chr10_88386166-88386674","Intron"
"chr10:89351791-89352299","chr10",89351791,89352299,89352045,250,89342045,89362045,"LOC101926887,LOC105378419","LOC101926887,LOC105378419,IFIT3,LIPA","LIPA","LIPA",62512,"Intron (ENST00000679438.1/3437, intron 1 of 3)",-9087,"Intron","chr10_89351791-89352299","Intron"
"chr10:89632923-89633261","chr10",89632923,89633261,89633092,114,89623092,89643092,"","PANK1","PANK1","PANK1",12480,"Intron (ENST00000342512.4/53354, intron 1 of 6)",10613,"Intron","chr10_89632923-89633261","Intron"
"chr10:89655535-89656015","chr10",89655535,89656015,89655775,198,89645775,89665775,"","PANK1-AS1","PANK1-AS1","PANK1",-10203,"Intron (ENST00000777461.1/ENST00000777461.1, intron 2 of 2)",10253,"Intron","chr10_89655535-89656015","Intron"
"chr10:89699564-89699900","chr10",89699564,89699900,89699732,52,89689732,89709732,"FLJ37201,KIF20B","FLJ37201,KIF20B","FLJ37201","KIF20B",-1878,"Exon (ENST00000777460.1/ENST00000777460.1, exon 2 of 3)",1542,"Exon","chr10_89699564-89699900","Exon"
"chr10:89814259-89814741","chr10",89814259,89814741,89814500,412,89804500,89824500,"","LOC105378424","LOC105378424","KIF20B",112890,"Distal Intergenic",-14769,"Intergenic","chr10_89814259-89814741","Intergenic"
"chr10:91220020-91220440","chr10",91220020,91220440,91220230,28,91210230,91230230,"","PCGF5","PCGF5","PCGF5",57218,"Promoter (<=1kb)",0,"Promoter","chr10_91220020-91220440","Promoter"
"chr10:91433619-91434012","chr10",91433619,91434012,91433815,122,91423815,91443815,"","HECTD2-AS1,HECTD2","HECTD2","HECTD2",24535,"Intron (ENST00000631422.1/143279, intron 2 of 2)",23275,"Intron","chr10_91433619-91434012","Intron"
"chr10:91556680-91557238","chr10",91556680,91557238,91556959,462,91546959,91566959,"LOC105378433","HECTD2-AS1,LOC105378433","LOC105378433","HECTD2",147679,"Promoter (<=1kb)",0,"Promoter","chr10_91556680-91557238","Promoter"
"chr10:91597135-91597486","chr10",91597135,91597486,91597310,101,91587310,91607310,"","HECTD2-AS1","HECTD2-AS1","PPP1R3C",35744,"Intron (ENST00000838017.1/100188947, intron 1 of 3)",-4318,"Intron","chr10_91597135-91597486","Intron"
"chr10:92114165-92114663","chr10",92114165,92114663,92114414,343,92104414,92124414,"LOC107984254","LOC107984254,CPEB3","CPEB3","CPEB3",176673,"Promoter (<=1kb)",0,"Promoter","chr10_92114165-92114663","Promoter"
"chr10:92697579-92698182","chr10",92697579,92698182,92697880,1161,92687880,92707880,"HHEX","HHEX","HHEX","HHEX",7929,"Distal Intergenic",5547,"Intergenic","chr10_92697579-92698182","Intergenic"
